A2235;48
A2236;26
A2237;43
A2238;96
A2239;240
A224;5
A2240;129
A2241;143
A2242;102
A2243;101
A2244;13
A2245;7
A2246;2
A2247;4
A2248;1
A2249;0
A225;9
A2250;37
A2251;70
A2252;2
A2253;5
A2254;34
A2255;191
A2256;38
A2257;90
A2258;24
A2259;52
A226;5
A2260;29
A2261;42
A2262;9
A2263;34
A2264;2
A2265;85
A2266;0
A2267;21
A2268;15
A2269;9
A227;20
A2270;4
A2271;0
A2272;4
A2273;0
A2274;0
A2275;7
A2276;4
A2277;0
A2278;1
A2279;10
A2280;17
A2281;10
A2282;18
A2283;13
A2284;12
A2285;3
A2286;7
A2287;4
A2288;19
A2289;24
A229;7
A2290;21
A2291;13
A2292;12
A2293;4
A2294;15
A2295;13
A2296;11
A2297;10
A2298;14
A2299;15
A23;53
A2300;15
A2301;9
A2302;12
A2303;112
A2304;11
A2305;5
A2306;20
A2307;15
A2308;14
A2309;10
A231;14
A2310;10
A2311;16
A2312;17
A2313;17
A2314;18
A2315;12
A2316;13
A2317;0
A2318;1
A2319;0
A2320;5
A2321;0
A2322;0
A2323;1
A2324;0
A2325;14
A2326;14
A2327;6
A2328;8
A2329;20
A233;12
A2330;8
A2331;10
A2332;8
A2333;13
A2334;24
A2335;37
A2336;13
A2337;22
A2338;51
A2339;40
A2340;42
A2341;117
A2342;9
A2343;405
A2344;110
A2345;96
A2346;25
A2347;15
A2348;25
A2349;15
A235;28
A2350;111
A2351;446
A2352;102
A2353;121
A2354;15
A2355;12
A2356;15
A2357;18
A2358;34
A2359;7
A236;0
A2360;3
A2361;63
A2362;32
A2363;25
A2364;24
A2365;14
A2366;35
A2367;7
A2368;55
A2369;81
A237;2
A2370;24
A2371;26
A2372;15
A2373;12
A2374;26
A2375;14
A2376;19
A2377;69
A2378;14
A2379;12
A238;0
A2380;0
A2381;14
A2382;44
A2383;44
A2384;10
A2385;44
A2386;19
A2387;15
A2388;15
A2389;27
A239;17
A2390;83
A2391;8
A2392;65
A2393;41
A2394;10
A2395;10
A2396;15
A2397;195
A2398;49
A2399;63
A24;56
A240;21
A2400;43
A2401;76
A2402;14
A2403;13
A2404;13
A2405;4
A2406;20
A2407;14
A2408;20
A2409;37
A241;43
A2410;17
A2411;15
A2412;18
A2413;2
A2414;44
A2415;39
A2416;39
A2417;42
A2418;19
A2419;20
A242;36
A2420;23
A2421;14
A2422;46
A2423;42
A2424;31
A2425;34
A2426;22
A2427;22
A2428;23
A2429;0
A2430;17
A2431;7
A2432;0
A2433;5
A2434;5
A2435;4
A2436;0
A2437;0
A2438;111
A2439;3
A244;52
A2440;3
A2441;4
A2442;5
A2443;5
A2444;5
A2445;2
A2446;5
A2447;4
A2448;4
A2449;5
A2450;5
A2451;5
A2452;5
A2453;5
A2454;3
A2455;3
A2456;5
A2457;3
A2458;5
A2459;5
A246;50
A2460;5
A2461;3
A2462;29
A2463;3
A2464;4
A2465;5
A2466;5
A2467;5
A2468;5
A2469;5
A2470;5
A2471;6
A2472;5
A2473;4
A2474;5
A2475;5
A2476;5
A2477;9
A2478;7
A2479;5
A248;81
A2480;5
A2481;5
A2482;5
A2483;5
A2484;5
A2485;5
A2486;26
A2487;5
A2488;0
A2489;4
A2490;5
A2491;4
A2492;0
A2493;48
A2494;128
A2495;28
A2496;0
A2497;0
A2498;0
A2499;16
A25;65
A250;0
A2500;33
A2501;66
A2502;59
A2503;59
A2504;40
A2505;44
A2506;0
A2507;1
A2508;0
A2509;0
A251;33
A2510;0
A2511;0
A2512;0
A2513;0
A2514;0
A2515;0
A2516;0
A2517;0
A2518;1
A2519;1
A252;1
A2520;0
A2521;0
A2522;0
A2523;5
A2524;0
A2525;0
A2526;0
A2527;7
A2528;0
A2529;0
A253;8
A2530;0
A2531;6
A2532;15
A2533;0
A2534;8
A2535;7
A2536;3
A2537;8
A2538;0
A2539;0
A254;8
A2540;0
A2541;2
A2542;0
A2543;0
A2544;0
A2545;9
A2546;1
A2547;0
A2548;0
A2549;0
A255;29
A2550;6
A2551;0
A2552;0
A2553;0
A2554;22
A2555;16
A2556;0
A2557;0
A2558;6
A2559;8
A256;31
A2560;1
A2561;0
A2562;0
A2563;4
A2564;4
A2565;0
A2566;0
A2567;0
A2568;0
A2569;0
A257;2
A2570;0
A2571;0
A2572;12
A2573;2
A2574;0
A2575;0
A2576;7
A2577;11
A2578;0
A2579;0
A258;31
A2580;0
A2581;0
A2582;0
A2583;0
A2584;0
A2585;5
A2586;18
A2587;5
A2588;7
A2589;2
A259;32
A2590;12
A2591;3
A2592;0
A2593;0
A2594;0
A2595;14
A2596;0
A2597;0
A2598;0
A2599;20
A26;18
A260;20
A2600;14
A2601;0
A2602;0
A2603;0
A2604;18
A2605;0
A2606;0
A2607;5
A2608;5
A2609;6
A261;56
A2610;0
A2611;0
A2612;0
A2613;2
A2614;0
A2615;0
A2616;0
A2617;9
A2618;10
A2619;0
A262;25
A2620;2
A2621;2
A2622;16
A2623;2
A2624;0
A2625;0
A2626;6
A2627;5
A2628;0
A2629;0
A263;0
A2630;0
A2631;0
A2632;0
A2633;0
A2634;0
A2635;0
A2636;0
A2637;0
A2638;0
A2639;0
A264;0
A2640;0
A2641;0
A2642;1
A2643;0
A2644;0
A2645;3
A2646;5
A2647;6
A2648;20
A2649;0
A265;0
A2650;6
A2651;2
A2652;3
A2653;4
A2654;9
A2655;0
A2656;0
A2657;8
A2658;7
A2659;3
A266;0
A2660;1
A2661;0
A2662;3
A2663;4
A2664;3
A2665;7
A2666;14
A2667;0
A2668;3
A2669;0
A267;9
A2670;0
A2671;0
A2672;16
A2673;0
A2674;11
A2675;88
A2676;91
A2677;116
A2678;101
A2679;47
A268;8
A2680;92
A2681;108
A2682;20
A2683;22
A2684;0
A2685;0
A2686;6
A2687;0
A2688;0
A2689;0
A269;11
A2690;4
A2691;5
A2692;0
A2693;4
A2694;0
A2695;1
A2696;2
A2697;4
A2698;4
A2699;2
A27;85
A270;10
A2700;1
A2701;3
A2702;8
A2703;1
A2704;0
A2705;1
A2706;6
A2707;0
A2708;3
A2709;0
A271;11
A2710;1
A2711;0
A2712;9
A2713;9
A2714;9
A2715;8
A2716;10
A2717;18
A2718;7
A2719;0
A272;7
A2720;0
A2721;10
A2722;24
A2723;31
A2724;0
A2725;0
A2726;32
A2727;32
A2728;37
A2729;11
A273;5
A2730;15
A2731;30
A2732;0
A2733;0
A2734;0
A2735;0
A2736;0
A2737;0
A2738;0
A2739;0
A274;4
A2740;0
A2741;0
A2742;8
A2743;8
A2744;7
A2745;40
A2746;25
A2747;16
A2748;66
A2749;18
A275;1
A2750;20
A2751;1
A2752;2
A2753;10
A2754;5
A2755;6
A2756;7
A2757;16
A2758;9
A2759;5
A276;0
A2760;12
A2761;38
A2762;16
A2763;20
A2764;7
A2765;26
A2766;18
A2767;4
A2768;1
A2769;2
A277;0
A2770;9
A2771;0
A2772;3
A2773;0
A2774;5
A2775;5
A2776;22
A2777;21
A2778;187
A2779;178
A278;0
A2780;425
A2781;11
A2782;8
A2783;464
A2784;460
A2785;423
A2786;444
A2787;238
A2788;241
A2789;1
A279;0
A2790;54
A2791;331
A2792;236
A2793;4
A2794;0
A2795;0
A2796;0
A2797;0
A2798;38
A2799;0
A28;27
A280;0
A2800;0
A2801;0
A2802;0
A2803;34
A2804;0
A2805;0
A2806;0
A2807;18
A2808;0
A2809;0
A281;0
A2810;2
A2811;3
A2812;2
A2813;0
A2814;0
A2815;0
A2816;0
A2817;0
A2818;0
A2819;18
A282;0
A2820;34
A2821;13
A2822;40
A2823;33
A2824;25
A2825;29
A2826;0
A2827;2
A2828;3
A2829;2
A283;0
A2830;0
A2831;0
A2832;1
A2833;0
A2834;0
A2835;18
A2836;30
A2837;70
A2838;14
A2839;0
A284;0
A2840;0
A2841;3
A2842;0
A2843;5
A2844;5
A2845;1
A2846;4
A2847;2
A2848;7
A2849;22
A285;4
A2850;17
A2851;31
A2852;0
A2853;2
A2854;0
A2855;0
A2856;2
A2857;3
A2858;0
A2859;0
A286;0
A2860;0
A2861;0
A2862;0
A2863;9
A2864;7
A2865;6
A2866;9
A2867;10
A2868;0
A2869;2
A287;0
A2870;0
A2871;1
A2872;0
A2873;8
A2874;0
A2875;13
A2876;459
A2877;425
A2878;398
A2879;113
A288;0
A2880;68
A2881;15
A2882;9
A2883;2
A2884;14
A2885;0
A2886;78
A2887;0
A2888;0
A2889;14
A289;5
A2890;1
A2891;0
A2892;0
A2893;0
A2894;0
A2895;0
A2896;7
A2897;12
A2898;8
A2899;15
A29;88
A290;8
A2900;14
A2901;0
A2902;0
A2903;0
A2904;0
A2905;0
A2906;3
A2907;4
A2908;15
A2909;12
A291;14
A2910;9
A2911;11
A2912;12
A2913;21
A2914;13
A2915;8
A2916;14
A2917;13
A2918;11
A2919;11
A292;9
A2920;14
A2921;14
A2922;5
A2923;16
A2924;22
A2925;10
A2926;8
A2927;9
A2928;7
A2929;5
A293;11
A2930;8
A2931;5
A2932;0
A2933;2
A2934;19
A2935;4
A2936;0
A2937;0
A2938;1
A2939;0
A294;14
A2940;1
A2941;25
A2942;15
A2943;22
A2944;30
A2945;18
A2946;60
A2947;19
A2948;0
A2949;0
A295;19
A2950;13
A2951;6
A2952;31
A2953;0
A2954;0
A2955;6
A2956;12
A2957;9
A2958;8
A2959;0
A296;20
A2960;28
A2961;15
A2962;0
A2963;0
A2964;16
A2965;12
A2966;2
A2967;16
A2968;18
A2969;7
A297;20
A2970;15
A2971;9
A2972;3
A2973;10
A2974;10
A2975;7
A2976;19
A2977;6
A2978;8
A2979;4
A298;0
A2980;14
A2981;0
A2982;9
A2983;11
A2984;0
A2985;10
A2986;5
A2987;7
A2988;10
A2989;5
A299;0
A2990;10
A2991;0
A2992;0
A2993;13
A2994;23
A2995;4
A2996;0
A2997;1
A2998;0
A2999;0
A30;58
A300;0
A3000;1
A3001;0
A3002;0
A3003;3
A3004;6
A3005;0
A3006;0
A3007;5
A3008;1
A3009;0
A301;0
A3010;0
A3011;0
A3012;1
A3013;1
A3014;0
A3015;3
A3016;0
A3017;0
A3018;0
A3019;0
A302;0
A3020;3
A3021;0
A3022;6
A3023;2
A3024;5
A3025;15
A3026;3
A3027;0
A3028;0
A3029;0
A303;0
A3030;0
A3031;0
A3032;1
A3033;21
A3034;34
A3035;94
A3036;48
A3037;88
A3038;13
A3039;42
A304;0
A3040;30
A3041;43
A3042;40
A3043;42
A3044;22
A3045;31
A3046;47
A3047;43
A3048;41
A3049;41
A305;1
A3050;43
A3051;19
A3052;50
A3053;47
A3054;48
A3055;25
A3056;1
A3057;95
A3058;48
A3059;39
A306;0
A3060;43
A3061;48
A3062;38
A3063;45
A3064;39
A3065;27
A3066;27
A3067;35
A3068;34
A3069;56
A307;0
A3070;1
A3071;45
A3072;47
A3073;29
A3074;54
A3075;94
A3076;39
A3077;79
A3078;72
A3079;70
A308;0
A3080;69
A3081;69
A3082;57
A3083;68
A3084;66
A3085;59
A3086;75
A3087;73
A3088;6
A3089;9
A309;0
A3090;0
A3091;0
A3092;6
A3093;5
A3094;0
A3095;3
A3096;184
A3097;1
A3098;8
A3099;85
A31;0
A310;17
A3100;1
A3101;1
A3102;3
A3103;1
A3104;1
A3105;0
A3106;5
A3107;1
A3108;2
A3109;1
A311;1
A3110;1
A3111;5
A3112;1
A3113;0
A3114;0
